"id","date","invoices_distribution_types_id","clients_id","invoices_types_id","invoices_status_id","id","products_id","number","price","value",""
"6364","2020-10-03 15:50:00","1","1296","4","1","78512","34453","1.00000","19.77000","19.7700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","79317","32144","1.00000","11.37000","11.3700000000",
"6366","2019-05-03 17:13:00","2","607","4","1","23297","16156","1.00000","24.95000","24.9500000000",
"6366","2019-05-03 17:13:00","2","607","4","1","23300","16157","1.00000","24.95000","24.9500000000",
"6366","2019-05-03 17:13:00","2","607","4","1","26802","16037","1.00000","18.95000","18.9500000000",
"6366","2019-05-03 17:13:00","2","607","4","1","26803","13596","1.00000","18.95000","18.9500000000",
"6418","2019-06-20 16:15:00","1","821","4","1","26467","12396","-1.00000","24.95000","-24.9500000000",
"6455","2019-06-22 15:44:00","1","1154","4","1","26575","17773","1.00000","4.95000","4.9500000000",
"6455","2019-06-22 15:44:00","1","1154","4","1","26576","17774","1.00000","4.95000","4.9500000000",
"6455","2019-06-22 15:44:00","1","1154","4","1","26577","17775","1.00000","4.95000","4.9500000000",
"6455","2019-06-22 15:44:00","1","1154","4","1","26578","17776","1.00000","4.95000","4.9500000000",
"6533","2019-07-03 12:09:00","1","1492","4","1","27023","18026","1.00000","18.95000","18.9500000000",
"6714","2019-07-18 10:18:00","1","399","4","1","27631","8490","1.00000","14.95000","14.9500000000",
"7008","2019-08-08 18:03:00","1","1559","4","1","28405","18585","1.00000","25.95000","25.9500000000",
"7081","2019-05-24 14:28:00","1","142","4","1","24295","16151","1.00000","17.95000","17.9500000000",
"7228","2019-08-22 14:19:00","1","1621","4","1","29223","15658","1.00000","21.95000","21.9500000000",
"7350","2019-09-01 14:02:00","1","1451","4","1","29654","19166","1.00000","8.99000","8.9900000000",
"7611","2019-09-24 16:19:00","1","1636","4","1","30798","19837","1.00000","30.95000","30.9500000000",
"7617","2019-09-25 16:31:00","1","1704","4","1","30815","8678","1.00000","9.95000","9.9500000000",
"7618","2019-09-26 11:21:00","1","1705","4","1","30816","11991","1.00000","19.95000","19.9500000000",
"7658","2019-09-30 14:21:00","1","1651","4","1","30932","19848","1.00000","29.95000","29.9500000000",
"7658","2019-09-30 14:21:00","1","1651","4","1","30933","14905","1.00000","11.99000","11.9900000000",
"7830","2019-10-03 17:53:00","1","1137","4","1","31030","20324","1.00000","12.95000","12.9500000000",
"7907","2019-10-03 18:46:00","1","986","4","1","31035","19849","2.00000","51.95000","103.9000000000",
"8015","2019-10-10 19:03:00","1","1738","4","1","31892","16185","0.00000","13.95000","0.0000000000",
"8015","2019-10-10 19:03:00","1","1738","4","1","31893","16186","0.00000","14.95000","0.0000000000",
"8015","2019-10-10 19:03:00","1","1738","4","1","31895","20623","1.00000","14.95000","14.9500000000",
"8016","2019-10-24 17:31:00","1","1777","4","1","32979","21424","1.00000","26.95000","26.9500000000",
"8037","2019-10-25 15:55:00","1","994","4","1","33062","21147","2.00000","19.95000","39.9000000000",
"8056","2019-10-01 14:08:00","1","1714","4","1","30948","19837","1.00000","30.95000","30.9500000000",
"8190","2019-09-19 15:42:00","2","979","4","1","30544","14411","1.00000","21.95000","21.9500000000",
"8190","2019-09-19 15:42:00","2","979","4","1","30937","5999","1.00000","17.95000","17.9500000000",
"8476","2019-11-19 20:02:00","1","1819","4","1","34457","22332","1.00000","11.96000","11.9600000000",
"8476","2019-11-19 20:02:00","1","1819","4","1","34463","22329","3.00000","31.16000","93.4800000000",
"8476","2019-11-19 20:02:00","1","1819","4","1","34469","22325","1.00000","27.96000","27.9600000000",
"8476","2019-11-19 20:02:00","1","1819","4","1","34470","22326","1.00000","17.56000","17.5600000000",
"8476","2019-11-19 20:02:00","1","1819","4","1","42739","22320","3.00000","23.16000","69.4800000000",
"9033","2019-12-11 14:08:00","1","637","4","1","38611","23913","4.00000","46.95000","187.8000000000",
"9446","2019-12-30 15:26:00","3","1125","4","1","40413","24078","1.00000","69.95000","69.9500000000",
"9488","2020-01-06 12:22:00","1","190","4","1","40492","24086","1.00000","38.95000","38.9500000000",
"9489","2020-01-06 12:24:00","1","2005","4","1","40493","24085","1.00000","39.95000","39.9500000000",
"9641","2020-01-22 14:52:00","1","729","4","1","41782","17370","1.00000","11.99000","11.9900000000",
"9641","2020-01-22 14:52:00","1","729","4","1","41783","24466","1.00000","11.99000","11.9900000000",
"9829","2020-02-06 18:25:00","1","1794","4","1","42930","18992","1.00000","9.95000","9.9500000000",
"9941","2019-10-13 12:50:00","3","1670","4","1","32275","20760","1.00000","28.95000","28.9500000000",
"10061","2020-02-27 21:09:00","1","113","4","1","44568","25464","1.00000","28.95000","28.9500000000",
"10075","2020-02-28 20:37:00","1","1651","4","1","44651","5631","1.00000","11.99000","11.9900000000",
"10075","2020-02-28 20:37:00","1","1651","4","1","44652","3322","1.00000","11.99000","11.9900000000",
"10168","2020-03-01 13:51:00","1","392","4","1","44790","6775","1.00000","17.95000","17.9500000000",
"10279","2020-02-15 17:34:00","1","1263","4","1","43560","21099","1.00000","27.95000","27.9500000000",
"10638","2020-06-13 12:05:00","1","1","4","1","47402","26209","1.00000","29.95000","29.9500000000",
"10638","2020-06-13 12:05:00","1","1","4","1","51883","25973","1.00000","28.95000","28.9500000000",
"10638","2020-06-13 12:05:00","1","1","4","1","51900","26066","1.00000","24.95000","24.9500000000",
"10638","2020-06-13 12:05:00","1","1","4","1","56796","28376","1.00000","29.95000","29.9500000000",
"10638","2020-06-13 12:05:00","1","1","4","1","60285","29912","1.00000","29.95000","29.9500000000",
"10638","2020-06-13 12:05:00","1","1","4","1","62511","30710","1.00000","34.95000","34.9500000000",
"10871","2020-05-01 14:21:00","3","1789","4","1","49569","3324","1.00000","21.99000","21.9900000000",
"11025","2020-05-19 10:22:00","3","1598","4","1","52077","20496","1.00000","13.95000","13.9500000000",
"11025","2020-05-19 10:22:00","3","1598","4","1","52078","20495","1.00000","13.95000","13.9500000000",
"11074","2020-05-28 11:20:00","1","105","4","1","51048","7668","1.00000","17.95000","17.9500000000",
"11075","2020-05-22 12:17:00","3","2478","4","1","52749","4988","1.00000","23.95000","23.9500000000",
"11075","2020-05-22 12:17:00","3","2478","4","1","52750","13470","1.00000","20.95000","20.9500000000",
"11075","2020-05-22 12:17:00","3","2478","4","1","52751","20074","1.00000","19.95000","19.9500000000",
"11075","2020-05-22 12:17:00","3","2478","4","1","52752","13561","1.00000","19.95000","19.9500000000",
"11075","2020-05-22 12:17:00","3","2478","4","1","52993","17117","1.00000","19.95000","19.9500000000",
"11116","2020-05-25 15:47:00","1","2482","4","1","53009","15641","1.00000","14.95000","14.9500000000",
"11155","2020-05-28 10:10:00","1","2489","4","1","53157","26775","1.00000","29.95000","29.9500000000",
"11155","2020-05-28 10:10:00","1","2489","4","1","53158","26971","1.00000","34.95000","34.9500000000",
"11194","2020-06-01 10:17:00","1","2449","4","1","53380","27098","1.00000","29.95000","29.9500000000",
"11220","2020-06-02 15:29:00","1","2395","4","1","53484","27130","1.00000","16.95000","16.9500000000",
"11228","2020-06-02 20:50:00","1","1163","4","1","53505","4686","1.00000","19.95000","19.9500000000",
"11228","2020-06-02 20:50:00","1","1163","4","1","53506","3725","1.00000","19.95000","19.9500000000",
"11229","2020-01-21 14:51:00","2","607","4","1","41758","24463","1.00000","39.95000","39.9500000000",
"11230","2020-01-24 18:27:00","2","607","4","1","42820","24666","1.00000","19.95000","19.9500000000",
"11230","2020-01-24 18:27:00","2","607","4","1","42823","17683","1.00000","26.95000","26.9500000000",
"11230","2020-01-24 18:27:00","2","607","4","1","43822","25185","1.00000","16.95000","16.9500000000",
"11250","2020-03-19 14:24:00","2","1003","4","1","50058","14823","1.00000","9.95000","9.9500000000",
"11262","2020-06-04 12:46:00","1","1140","4","1","53772","5310","1.00000","19.95000","19.9500000000",
"11286","2020-06-05 11:27:00","1","2524","4","1","53831","3725","1.00000","19.95000","19.9500000000",
"11437","2020-06-13 14:48:00","1","269","4","1","54460","284","1.00000","14.95000","14.9500000000",
"11482","2020-05-23 15:52:00","1","1386","4","1","52952","3264","1.00000","9.99000","9.9900000000",
"11697","2020-06-29 09:32:00","1","2117","4","1","55776","28096","1.00000","8.99000","8.9900000000",
"11697","2020-06-29 09:32:00","1","2117","4","1","55793","26200","1.00000","12.99000","12.9900000000",
"11803","2020-06-10 12:13:00","1","293","4","1","56248","26954","1.00000","24.95000","24.9500000000",
"11983","2020-07-14 11:17:00","1","1670","4","1","56636","12197","1.00000","19.99000","19.9900000000",
"11983","2020-07-14 11:17:00","1","1670","4","1","56637","12192","1.00000","10.99000","10.9900000000",
